Decent Jn,691577,Kollam
Delampady,671543,Kasaragod
Desamangalam,679532,Thrissur
Desom,683102,Ernakulam
Devagiri,686555,Kottayam
Devagiri College,673008,Kozhikode
Devalokam,686004,Kottayam
Devarupara,685588,Idukki
Devikulam,685613,Idukki
Dhanuvachapuram,695503,Thiruvananthapuram
Dharmadam,670106,Kannur
Dharmathadka,671324,Kasaragod
Dhoni,678009,Palakkad
Downhill,676519,Malappuram
Dymock,685533,Idukki
Eachur,670591,Kannur
Eara North,686534,Alappuzha
East Hill,673005,Kozhikode
East Kallada,691502,Kollam
Echchome,670721,Wayanad
Edachakai,671310,Kasaragod
Edacheri,673502,Kozhikode
Edacheri North,673502,Kozhikode
Edad idukki,685589,Idukki
Edakadathy,686510,Kottayam
Edakkad,691552,Kollam
Edakkad West Hill,673005,Kozhikode
Edakkalathur,680552,Thrissur
Edakkaliyur,680515,Thrissur
Edakkara nilambur,679331,Malappuram
Edakkara Quilandy,673616,Kozhikode
Edakkara Thrissur,680518,Thrissur
Edakkattuvayal,682313,Ernakulam
Edakkom,670581,Kannur
Edakkunnam,686512,Kottayam
Edakochi,682010,Ernakulam
Edakode,695104,Thiruvananthapuram
Edakode Pavukonam,679522,Palakkad
Edakulam,689672,Pathanamthitta
Edakulam,680688,Thrissur
Edakulam Koyilandi,673306,Kozhikode
Edakulangara,690523,Kollam
Edamalakudi,685612,Idukki
Edamaruku,686652,Kottayam
Edamon,691307,Kollam
Edamulackal,691306,Kollam
Edamuttam,680568,Thrissur
Edanad,689123,Alappuzha
Edanad,691579,Kollam
Edanad,686574,Kottayam
Edapal,679576,Malappuram
Edapalayam,691309,Kollam
Edapally,682024,Ernakulam
Edapally North,682024,Ernakulam
Edapariyaram,689643,Pathanamthitta
Edapatta,679326,Malappuram
Edappady,686578,Kottayam
Edappallycotta,691583,Kollam
Edappavoor,689614,Pathanamthitta
Edapuzha,670704,Kannur
Edarikode,676501,Malappuram
Edassery,680569,Thrissur
Edat,670327,Kannur
Edathala,683561,Ernakulam
Edathala North,683561,Ernakulam
Edathanttukara,678601,Palakkad
Edathara,691536,Kollam
Edathara,678611,Palakkad
Edathirinji,680122,Thrissur
Edathitta,691555,Pathanamthitta
Edathua,689573,Alappuzha
Edathuruthy,680703,Thrissur
Edava,695311,Thiruvananthapuram
Edavaka,670645,Wayanad
Edavanakad,682502,Ernakulam
Edavanna,676541,Malappuram
Edavarad,673525,Kozhikode
Edavaramba,670511,Kannur
Edavattom,686605,Kottayam
Edavetty,685588,Idukki
Edavilangu,680671,Thrissur
Edavoor,683544,Ernakulam
Edayam,691532,Kollam
Edayannur,670595,Kannur
Edayar,686662,Ernakulam
Edayaramula West,689532,Pathanamthitta
Edayarickapuzha,686541,Kottayam
Edayarnmula,689532,Pathanamthitta
Edayattur,679326,Malappuram
Edayur,676552,Malappuram
Edayur North,676552,Malappuram
Edivanna,679329,Malappuram
Ednad,671321,Kasaragod
Edneer,671541,Kasaragod
Eduppukulam,678556,Palakkad
Ekarool,673574,Kozhikode
Elad,679340,Malappuram
Elakad,686587,Kottayam
Elakamon,695310,Thiruvananthapuram
Elakamon kizhakkepuram,695310,Thiruvananthapuram
Elakkad,678631,Palakkad
Elakollur,689691,Pathanamthitta
Elamadu,691533,Kollam
Elamakkara,682026,Ernakulam
Elamannur,691524,Pathanamthitta
Elambachi,671311,Kasaragod
Elambulasseri,678595,Palakkad
Elamdesom,685588,Idukki
Elamkadu,686514,Kottayam
Elamkunnapuzha,682503,Ernakulam
Elampal,691322,Kollam
Elampally,686503,Kottayam
Elampara,670595,Kannur
Elampazhannur,691534,Kollam
Elanad,680586,Thrissur
Elangot,670692,Kannur
Elanji,686665,Ernakulam
Elanjimel,689511,Alappuzha
Elankur,676122,Malappuram
Elanthikara,683594,Ernakulam
Elanthur,689643,Pathanamthitta
Elanthur East,689643,Pathanamthitta
Elanthur Pariyaram,689643,Pathanamthitta
Elappara,685501,Idukki
Elappupara,689656,Pathanamthitta
Elapulli,678622,Palakkad
Elapulli South,678622,Palakkad
Elathur Kozhikode,673303,Kozhikode
Elavally,680511,Thrissur
Elavally South,680511,Thrissur
Elavampadam,678684,Palakkad
Elavancheri,678508,Palakkad
Elavanthitta,689625,Pathanamthitta
Elavattom,695562,Thiruvananthapuram
Elavoor,683572,Ernakulam
Elerithattu,671314,Kasaragod
Elettil,673572,Kozhikode
Elicode,691322,Kollam
Elikattoor,689696,Kollam
Elikulam,686577,Kottayam
Elinjipra,680721,Thrissur
Ellakallu,685565,Idukki
Ellapatti,685615,Idukki
Ellimullumplackal,689692,Pathanamthitta
Ellumannam,670645,Wayanad
Ellumpuram,685587,Idukki
Elluvila,695504,Thiruvananthapuram
Elthuruth,680611,Thrissur
Emmamparamba,673574,Kozhikode
Enadi,686608,Kottayam
Enamakkal,680510,Thrissur
Enanalloor,686673,Ernakulam
Enathu,691526,Pathanamthitta
Engandiyur,680615,Thrissur
Enkakad,680589,Thrissur
Ennakkad,689624,Alappuzha
Eramala,673501,Kozhikode
Eramallikkara,689109,Alappuzha
Eramallur,688537,Alappuzha
Eramam Desom,670307,Kannur
Eramangalam,673612,Kozhikode
Eramangalam,679587,Malappuram
Eramathoor,689622,Alappuzha
Eranellur,680501,Thrissur
Eranhikkal,673303,Kozhikode
Eranhikode,676541,Malappuram
Eranhimangad,679329,Malappuram
Eranhipalam,673006,Kozhikode
Eranholi,670107,Kannur
Erathuvadakara,686543,Kottayam
Erattakulam,678622,Palakkad
Erattakulam Alathur,678682,Palakkad
Erattayar,685514,Idukki
Erattayar North,685514,Idukki
Erattupetta,686121,Kottayam
Eravakkad,679552,Palakkad
Eravankara,690108,Alappuzha
Eravannur,673585,Kozhikode
Eravathur,680734,Thrissur
Eravattur,673525,Kozhikode
Eravimangalam,686613,Kottayam
Eravimangalam,679340,Malappuram
Eravimangalam,680751,Thrissur
Eravinalloor,686011,Kottayam
Eraviperoor,689542,Pathanamthitta
Eraviperoor East,689542,Pathanamthitta
Eravipuram,691011,Kollam
Eravu,680620,Thrissur
Eravuchira,686539,Kottayam
Erayamkudi,680308,Thrissur
Erezha North,690106,Alappuzha
Erezha South,690106,Alappuzha
Eriam,670306,Kannur
Erickavu,690516,Alappuzha
Erikulam,671314,Kasaragod
Erimayur,678546,Palakkad
Eriyad,680666,Thrissur
Ernakulam,682011,Ernakulam
Ernakulam College,682035,Ernakulam
Ernakulam High Court,682031,Ernakulam
Ernakulam Hindi Prachar Sabha,682016,Ernakulam
Ernakulam North,682018,Ernakulam
Eroor Ernakulam,682306,Ernakulam
Eroor Kollam,691312,Kollam
Eroor South,682306,Ernakulam
Eroor West,682306,Ernakulam
Erumakkad,689532,Pathanamthitta
Erumamunda,679334,Malappuram
Erumapetty,680584,Thrissur
Erumapramattom,686586,Kottayam
Erumathala,683112,Ernakulam
Erumely,686509,Kottayam
Eruttenpadi,678555,Palakkad
Eruva,690572,Alappuzha
Eruvassi,670632,Kannur
Eruvatty,670642,Kannur
Eruvatty chapparapadava,670581,Kannur
Etakkad,670663,Kannur
Etapalam,679308,Palakkad
Ettanur,678502,Palakkad
Ettichuvadu,689675,Pathanamthitta
Ettikulam,670308,Kannur
Ettithope,685514,Idukki
Ettukudukka,670521,Kannur
Ettumanur,686631,Kottayam
Ettumanur Junction,686631,Kottayam
Evur,690507,Alappuzha
Ex Servicemen Colony,695562,Thiruvananthapuram
Extension Trg Centre,691531,Kollam
Eyyal,680501,Thrissur
Ezhacherry,686651,Kottayam
Ezhakadavu,690104,Alappuzha
Ezhakkaranad,682308,Ernakulam
Ezhakkaranadu South,682308,Ernakulam
Ezhallur,685605,Idukki
Ezhattumugham,683577,Ernakulam
Ezhikkara,683513,Ernakulam
Ezhilode,670309,Kannur
Ezhimala Naval Academy,670310,Kannur
Ezhiyam Vattathra Mala Mukku,691306,Kollam
Ezhome,670334,Kannur
Ezhukone,691505,Kollam
Ezhukunvayal,685553,Idukki
Ezhumanthuruth,686613,Kottayam
Ezhumattoor,689586,Pathanamthitta
Ezhumuttom,685605,Idukki
Ezhupathekkar,676525,Malappuram
Ezhupunna EDB O,688537,Alappuzha
Ezhupunna South EDB O,688537,Alappuzha
Ezhuvanthala,679335,Palakkad
Fair Field,685501,Idukki
Farook College,673632,Kozhikode
Fathimapuram,686102,Kottayam
Feroke,673631,Kozhikode
Feroke Pettah,673631,Kozhikode
Gandhi Nagar Kottayam,686008,Kottayam
Gandhi Seva Sadan,679302,Palakkad
Ganeshgiri,679123,Palakkad
Gavi,685533,Pathanamthitta
Glenmary,685531,Idukki
Gothuruthy,683516,Ernakulam
Goureesapattom,695004,Thiruvananthapuram
Govinda Puram,673016,Kozhikode
Govindamuttom,690527,Alappuzha
Govindapuram,678507,Palakkad
Gramam,679579,Malappuram
Gramby,685533,Idukki
Gudarle,685612,Idukki
Gurunathanmannu,689667,Pathanamthitta
Guruvayur,680101,Thrissur
Guruvayur Temple,680101,Thrissur
Guruvayurappan College,673014,Kozhikode
Haileyburia,685501,Idukki
Hajiarpalli,676519,Malappuram
Hariharapuram,695310,Thiruvananthapuram
Haripad,690514,Alappuzha
Haripuram,671531,Kasaragod
Heroor,671324,Kasaragod
Hidayathnagar,671123,Kasaragod
Hmt Colony,683503,Ernakulam
Hosabettu,671323,Kasaragod
Ichlampady,671321,Kasaragod
Ichlangodu,671324,Kasaragod
Idakkadom,691505,Kollam
Idamalayar,686681,Ernakulam
Idamattom,686578,Kottayam
Idinjamala,685514,Idukki
Idinjar,695563,Thiruvananthapuram
Idiyanal,686576,Kottayam
Idukki Colony,685602,Idukki
Idukki Painavu,685603,Idukki
Iim Kozhikode Campus,673570,Kozhikode
Ilamba,695103,Thiruvananthapuram
Ilanchiyam,695563,Thiruvananthapuram
Ilappally,685589,Idukki
Illambakapalli,683544,Ernakulam
Illichira,688561,Alappuzha
Illippakulam,690503,Alappuzha
Inchakundu,680312,Thrissur
Inchamudy,680564,Thrissur
Inchathotty,686681,Ernakulam
Inchavila,691601,Kollam
Inchiyani,686512,Kottayam
Indianur,676503,Malappuram
Indira Nagar,673506,Kozhikode
Industrial Estate Thiruvananthapuram,695019,Thiruvananthapuram
Infopark Kochi,682042,Ernakulam
Iramalloor,686691,Ernakulam
Iranikulam,680734,Thrissur
Irimbakachola,678591,Palakkad
Irimbalasseri,679335,Palakkad
Irimbanam,682309,Ernakulam
Irimbiliyam,679572,Malappuram
Irinavu,670301,Kannur
Irinchayam,695561,Thiruvananthapuram
Iringal,673521,Kozhikode
Iringallur,673014,Kozhikode
Iringallur,676304,Malappuram
Iringannur,673505,Kozhikode
Iringapuram,680103,Thrissur
Iringath,673523,Kozhikode
Iringattiri,676523,Malappuram
Iringavur,676103,Malappuram
Iringole,683545,Ernakulam
Iringole,683548,Ernakulam
Irinjalakuda,680121,Thrissur
Irinjalakuda Mkt,680121,Thrissur
Irinjalakuda North,680125,Thrissur
Iritty,670703,Kannur
Irivallur,673616,Kozhikode
Iriveri,670613,Kannur
Iriya,671531,Kasaragod
Iriyanni,671542,Kasaragod
Iroopara,695584,Thiruvananthapuram
Irukkur,670593,Kannur
Irumbuzhi,676509,Malappuram
Irumpanangadu,691505,Kollam
Irumpayam,686605,Kottayam
Irunilamcode,680583,Thrissur
Iruvetti,673639,Malappuram
Iswaramangalam,679573,Malappuram
Ithithanam,686535,Kottayam
Iverkala East,691507,Kollam
Iythala,689673,Pathanamthitta
Iyyad,673574,Kozhikode
Iyyangode,673504,Kozhikode
Jagathy,695014,Thiruvananthapuram
Janardhanapuram,695141,Thiruvananthapuram
Jellipara,678581,Palakkad
Josegiri,685565,Idukki
Josegiri,670511,Kannur
K A Samajam,679123,Palakkad
Kabanigiri,673579,Wayanad
Kacherikadavu,670706,Kannur
Kacheriparamba,678601,Palakkad
Kadachira,670621,Kannur
Kadakkal,691536,Kollam
Kadakkanad,682311,Ernakulam
Kadakkarapally,688529,Alappuzha
Kadakkavur,695306,Thiruvananthapuram
Kadakkode,691505,Kollam
Kadalikkad,686670,Ernakulam
Kadalmat,673581,Wayanad
Kadalundi,673302,Kozhikode
Kadalundinagaram,673314,Malappuram
Kadamakudi,682027,Ernakulam
Kadamakuzhy,685515,Idukki
Kadamancode,691312,Kollam
Kadamankulam,689583,Pathanamthitta
Kadamattam,682311,Ernakulam
Kadambanad,691552,Pathanamthitta
Kadambanad South,691553,Pathanamthitta
Kadambar,671323,Kasaragod
Kadambode,676521,Malappuram
Kadambur kannur,670663,Kannur
Kadambur Palakkad,679515,Palakkad
Kadammanitta,689649,Pathanamthitta
Kadampuzha,676553,Malappuram
Kadanad Meenachil,686653,Kottayam
Kadancheri,679582,Malappuram
Kadannamanna,679324,Malappuram
Kadannapally,670504,Kannur
Kadaplamattom,686571,Kottayam
Kadappakada,691008,Kollam
Kadappattoor,686574,Kottayam
Kadappuram,680514,Thrissur
Kadapra Kumbanadu,689547,Pathanamthitta
Kadapra Mannar,689621,Pathanamthitta
Kadathur Ward,690523,Kollam
Kadavallur,680543,Thrissur
Kadavanad,679586,Malappuram
Kadavanthara,682020,Ernakulam
Kadavathur,670676,Kannur
Kadavoor,686671,Ernakulam
Kadayanickad,686541,Kottayam
Kadayirippu,682311,Ernakulam
Kadirur tly,670642,Kannur
Kadiyangad,673525,Kozhikode
Kadukkamkunnu,678651,Palakkad
Kadukutty,680309,Thrissur
Kadumeni,670511,Kasaragod
Kadungamangalam,682305,Ernakulam
Kadungapurm,679321,Malappuram
Kaduppassery,680683,Thrissur
Kaduppassery South,680683,Thrissur
Kaduthuruthy,686604,Kottayam
Kaduvinal,690501,Alappuzha
Kaikara,695307,Thiruvananthapuram
Kailasanadu,685553,Idukki
Kaimanam,695040,Thiruvananthapuram
Kainady,686534,Alappuzha
Kainakary,688501,Alappuzha
Kainakary East,688501,Alappuzha
Kainoor,680014,Thrissur
Kaipally,686582,Kottayam
Kaipamangalam,680681,Thrissur
Kaipamangalam Beach,680681,Thrissur
Kaiparamba,680546,Thrissur
Kaipatoor,682313,Ernakulam
Kaipattur,689648,Pathanamthitta
Kaipuram,679308,Palakkad
Kaipuzha,686602,Kottayam
Kaipuzha North,689503,Pathanamthitta
Kairady,678510,Palakkad
Kaithachira,678582,Palakkad
Kaithacode,691543,Kollam
Kaithakkad,671313,Kasaragod
Kaithakody,689614,Pathanamthitta
Kaithamukku,695024,Thiruvananthapuram
Kaithaparambu,691526,Pathanamthitta
Kaithapram,670631,Kannur
Kaitharam,683519,Ernakulam
Kaithode,691535,Kollam
Kakka Vayal,673122,Wayanad
Kakkad,686664,Ernakulam
Kakkad,676306,Malappuram
Kakkad Pudupadi,673586,Kozhikode
Kakkakunnu,690522,Kollam
Kakkanad,682030,Ernakulam
Kakkanad West,682030,Ernakulam
Kakkancheri,673620,Kozhikode
Kakkancheri,673323,Kozhikode
Kakkara,670306,Kannur
Kakkassery,680511,Thrissur
Kakkat,670005,Kannur
Kakkatampoyil,673604,Kozhikode
Kakkattil,673507,Kozhikode
Kakkavila,695506,Thiruvananthapuram
Kakkayam,673615,Kozhikode
Kakkayur,678512,Palakkad
Kakkazhom,688005,Alappuzha
Kakkebettu,671543,Kasaragod
Kakkengad,670673,Kannur
Kakkode,691331,Kollam
Kakkoor,686662,Ernakulam
Kakkoti,673611,Kozhikode
Kakkotumoola,691303,Kollam
Kakkudumon,689711,Pathanamthitta
Kakkur,673613,Kozhikode
Kaladi MLP,679582,Malappuram
Kalady,683574,Ernakulam
Kalady Plantation,683581,Ernakulam
Kalaketty,686508,Kottayam
Kalakode,691302,Kollam
Kalamachal,695606,Thiruvananthapuram
Kalamassery,683104,Ernakulam
Kalamassery Development Plot,683104,Ernakulam
Kalampoor,686664,Ernakulam
Kalanadi Kolli,673579,Wayanad
Kalanjoor,689694,Pathanamthitta
Kalanki,670705,Kannur
Kalapatti,678702,Palakkad
Kalathoor,686633,Kottayam
Kalathu Vayal,673593,Wayanad
Kalathukadavu,686579,Kottayam
Kalavamkodam,688524,Alappuzha
Kalavoor,688522,Alappuzha
Kalayanthani,685588,Idukki
Kalayapuram,691560,Kollam
Kalichanadukam,671314,Kasaragod
Kalikavu,676525,Malappuram
Kalimbram,680568,Thrissur
Kaliyar,685607,Idukki
Kaliyarode,680586,Thrissur
Kalkandi,678582,Palakkad
Kalkundu,676523,Malappuram
Kallachi,673506,Kozhikode
Kallada Irrigation Project,691308,Kollam
Kalladathur,679552,Palakkad
Kalladikode,678596,Palakkad
Kalladipatta,679313,Palakkad
Kallai kozhikode,673003,Kozhikode
Kallakatta,671123,Kasaragod
Kallamala,678582,Palakkad
Kallambalam,695605,Thiruvananthapuram
Kallanode,673615,Kozhikode
Kallappally,671532,Kasaragod
Kallar,685552,Idukki
Kallar Tvm,695551,Thiruvananthapuram
Kallara Kottayam,686611,Kottayam
Kallara South,686611,Kottayam
Kallara Thiruvananthapuram,695608,Thiruvananthapuram
Kallarkutty,685562,Idukki
Kallarmangalam,676553,Malappuram
Kallayam,695043,Thiruvananthapuram
Kallekkad,678006,Palakkad
Kallekulangara,678009,Palakkad
Kallelibhagom,690519,Kollam
Kallely,689691,Pathanamthitta
Kallely Thottam,689691,Pathanamthitta
Kallepadam,680587,Thrissur
Kallepulli,678005,Palakkad
Kallettumkara,680683,Thrissur
Kalliad,670593,Kannur
Kalliasseri,670562,Kannur
Kallikandy,670693,Kannur
Kallimel,690509,Alappuzha
Kallipadam,679122,Palakkad
Kallisserry,689124,Alappuzha
Kalliyal,695574,Thiruvananthapuram
Kalliyoor,695042,Thiruvananthapuram
Kallooppara,689583,Pathanamthitta
Kalloorkkad,686668,Ernakulam
Kalloorkulam,686503,Kottayam
Kallumala,690110,Alappuzha
Kallumkal,689102,Pathanamthitta
Kallumthazham,691004,Kollam
Kallunira,673517,Kozhikode
Kallur palakkad,678613,Palakkad
Kallur Thrissur,680317,Thrissur
Kallur Vadakkekkad,679562,Thrissur
Kallurutty,673582,Kozhikode
Kalluvathukkal,691578,Kollam
Kalluvayal,670703,Kannur
Kalluvazhi,679514,Palakkad
Kalnad,671317,Kasaragod
Kaloor,686668,Ernakulam
Kaloor,682017,Ernakulam
Kaloor East,685608,Idukki
Kalpakancheri,676551,Malappuram
Kalparamba,680662,Thrissur
Kalpathi,678003,Palakkad
Kalpathur,673524,Kozhikode
Kalpetta,673121,Wayanad
Kalpetta North,673122,Wayanad
Kalthotty,685507,Idukki
Kalthuruthy,691309,Kollam
Kamakshy,685515,Idukki
Kambalakallu,679333,Malappuram
Kambalakkad,673122,Wayanad
Kamballur,670511,Kasaragod
Kammana,670645,Wayanad
Kampatti,670644,Wayanad
Kamukumcherry,689696,Kollam
Kanakamala,680689,Thrissur
Kanakapalam,686509,Kottayam
Kanakappally,671533,Kasaragod
Kanakari,686632,Kottayam
Kanakkanthuruthy,678683,Palakkad
Kanam,686515,Kottayam
Kanamala,686510,Kottayam
Kanamvayal,670511,Kannur
Kanathur,671542,Kasaragod
Kanattukara,680011,Thrissur
Kanayam,679122,Palakkad
Kanayankavayal,685532,Idukki
Kanayannoor,682312,Ernakulam
Kanayi,670307,Kannur
Kanchinada,695609,Thiruvananthapuram
Kanchiyar,685511,Idukki
Kandakai,670602,Kannur
Kandala,695512,Thiruvananthapuram
Kandallur,690535,Alappuzha
Kandamangalam,678583,Palakkad
Kandamkulam,680669,Thrissur
Kandanad,682305,Ernakulam
Kandanassery,680102,Thrissur
Kandankali,670307,Kannur
Kandassankadavu,680613,Thrissur
Kandiyoor,690103,Alappuzha
Kandoth,670307,Kannur
Kandukrishi,695104,Thiruvananthapuram
Kangazha,686541,Kottayam
Kanhangad,671315,Kasaragod
Kanhangad South,671531,Kasaragod
Kanhikulam,678596,Palakkad
Kanhileri,670702,Kannur
Kanhiradkam,671531,Kasaragod
Kanhiramukku,679584,Malappuram
Kanhirangad,670142,Kannur
Kanhirapoil,671531,Kasaragod
Kanhirapuzha,678591,Palakkad
Kanhirapuzha Dam,678591,Palakkad
Kanhirode,670592,Kannur
Kanichar,670674,Kannur
Kanichukulangara EDB O,688582,Alappuzha
Kanimangalam,678508,Palakkad
Kanimangalam,680027,Thrissur
Kaninad,682310,Ernakulam
Kanippayur,680517,Thrissur
Kaniyambetta,673122,Wayanad
Kaniyapuram,695301,Thiruvananthapuram
Kaniyarkod,680594,Thrissur
Kanjampazhanji,695525,Thiruvananthapuram
Kanjani,680612,Thrissur
Kanjar,685590,Idukki
Kanjavely,691602,Kollam
Kanjeettukara,689611,Pathanamthitta
Kanjikode,678621,Palakkad
Kanjikode Ind Estate,678621,Palakkad
Kanjikode West,678623,Palakkad
Kanjikuzhi Idukki,685606,Idukki
Kanjipadom,688005,Alappuzha
Kanjiracode,691501,Kollam
Kanjirakode,680590,Thrissur
Kanjirakolly,670633,Kannur
Kanjiram,686020,Kottayam
Kanjiramattom,682315,Ernakulam
Kanjiramattom,686585,Kottayam
Kanjiramchira,688007,Alappuzha
Kanjiramkulam,695524,Thiruvananthapuram
Kanjirampara,695030,Thiruvananthapuram
Kanjirapally,686507,Kottayam
Kanjirapally West,686506,Kottayam
Kanjirappara,686555,Kottayam
Kanjirappilly TCR,680721,Thrissur
Kanjirathanam,686603,Kottayam
Kanjoor,683575,Ernakulam
Kankol,670307,Kannur
Kanmanam,676551,Malappuram
Kanmanam thekkummuri,676551,Malappuram
Kannadi,678701,Palakkad
Kannadiparamba,670604,Kannur
Kannadipoil,673612,Kozhikode
Kannady,688504,Alappuzha
Kannady West,688504,Alappuzha
Kannamali,682008,Ernakulam
Kannamangalam,690106,Alappuzha
Kannamangalam,676304,Malappuram
Kannamangalam West,676305,Malappuram
Kannambra,678686,Palakkad
Kannampallipuram,680687,Thrissur
Kannamvettikavu,673637,Malappuram
Kannan Kara,673616,Kozhikode
Kannanakuzhy,690505,Alappuzha
Kannanallur,691576,Kollam
Kannancheri,673003,Kozhikode
Kannankara,688527,Alappuzha
Kannanur,678702,Palakkad
Kannara,680652,Thrissur
Kannattipadi,676304,Malappuram
Kannavam Colony,670650,Kannur
Kanni Paramba,673661,Kozhikode
Kanniampuram,679104,Palakkad
Kannickal,685589,Idukki
Kannikulangara,680682,Thrissur
Kannimala,686509,Kottayam
Kannimari,678534,Palakkad
Kannivayal,670511,Kasaragod
Kannookara,670012,Kannur
Kannookkara,673102,Kozhikode
Kannoth,670650,Kannur
Kannoth,673580,Kozhikode
Kannoth,680510,Thrissur
Kannur,670001,Kannur
Kannur,671321,Kasaragod
Kannur City,670003,Kannur
Kannur District Hospital,670017,Kannur
Kannur Railway Station,670001,Kannur
Kannur Thana,670012,Kannur
Kannur University Campus,670567,Kannur
Kanthallur,685620,Idukki
Kanul,670562,Kannur
Kappad,670006,Kannur
Kappad,673304,Kozhikode
Kappadu,686508,Kottayam
Kappattumala,670644,Wayanad
Kappil,679328,Malappuram
Kappil,695311,Thiruvananthapuram
Kappil East,690533,Alappuzha
Kappumthala,686613,Kottayam
Kappur,679552,Palakkad
Kara,680671,Thrissur
Kara Peravoor,670702,Kannur
Karachal,673591,Wayanad
Karad,679339,Malappuram
Karad Paramba,673632,Malappuram
Karadikuzhy,685531,Idukki
Karadipara,673593,Wayanad
Karadka,671542,Kasaragod
Karakkad,689504,Alappuzha
Karakkal,689108,Pathanamthitta
Karakkamala,670645,Wayanad
Karakkode,679333,Malappuram
Karakkunnu,676123,Malappuram
Karakonam,695504,Thiruvananthapuram
Karakulam,695564,Thiruvananthapuram
Karakurissi,678595,Palakkad
Karalam,680711,Thrissur
Karali Jn,690521,Kollam
Karalmanna,679506,Palakkad
Karamala,686662,Ernakulam
Karamana,695002,Thiruvananthapuram
Karambathur,679305,Palakkad
Karamcode,691579,Kollam
Karamvely,689643,Pathanamthitta
Karanchira,680702,Thrissur
Karandode,673508,Kozhikode
Karani,673591,Wayanad
Karanthat,670308,Kannur
Karanthur,673571,Kozhikode
Karaparamba,673010,Kozhikode
Karapuram,679331,Malappuram
Karara,678581,Palakkad
Karasseri,673602,Kozhikode
Karattukurissi,679503,Palakkad
Karavaloor,691333,Kollam
Karavaram,695605,Thiruvananthapuram
Karavoor,689696,Kollam
Karayad,673524,Kozhikode
Karayamvattam,680567,Thrissur
Kareelakulangara,690572,Alappuzha
Karekkad,676553,Malappuram
Kariamplavu,689615,Pathanamthitta
Karikad,688527,Alappuzha
Karikayam,689663,Pathanamthitta
Karikkad,680519,Thrissur
Karikkakom,695021,Thiruvananthapuram
Karikkattoor,686544,Kottayam
Karikkattoor Centre,686544,Kottayam
Karikkom,691531,Kollam
Karikode,686610,Kottayam
Karikulam,689673,Pathanamthitta
Karikuzhi,695505,Thiruvananthapuram
Karikuzhy,689571,Alappuzha
Karimanal,695583,Thiruvananthapuram
Karimancode,695562,Thiruvananthapuram
Karimannoor,685581,Idukki
Karimba,678597,Palakkad
Karimbam,670142,Kannur
Karimkulam Chappath,685505,Idukki
Karimkunnam,685586,Idukki
Karimkuttikara,695606,Thiruvananthapuram
Karimpana,686662,Ernakulam
Karimpani,686564,Kottayam
Karimpinpuzha,691507,Kollam
Karimpuzha,679513,Palakkad
Karimthottuva,690540,Kollam
Karimugal,682303,Ernakulam
Karindala,671314,Kasaragod
Karingad,673513,Kozhikode
Karingannur,691516,Kollam
Karingarapully,678551,Palakkad
Karinilam,686513,Kottayam
Karinkayam,678706,Palakkad
Karinkutty,673122,Wayanad
Karipadom,686605,Kottayam
Karippal,670581,Kannur
Karippalangad,685601,Idukki
Karippali,678532,Palakkad
Karippode,678503,Palakkad
Karippol,676552,Malappuram
Karippur,673638,Malappuram
Karipur,695541,Thiruvananthapuram
Karipuzha,690103,Alappuzha
Karithotta,689514,Pathanamthitta
Karivedakam,671541,Kasaragod
Karivellur,670521,Kannur
Kariyad South,673316,Kannur
Kariyambadi,673591,Wayanad
Kariyamkode,678572,Palakkad
Kariyara,691332,Kollam
Kariyathankavu,673612,Kozhikode
Karkitamkunnu,678601,Palakkad
Karode,695506,Thiruvananthapuram
Karthala,679571,Malappuram
Karthikappally,690516,Alappuzha
Karthikappally,673542,Kozhikode
Karthikapuram,670571,Kannur
Kartikulam,670646,Wayanad
Karukachal,686540,Kottayam
Karukadom,686691,Ernakulam
Karukappilli,682311,Ernakulam
Karukathiruthy,679584,Malappuram
Karukone,691306,Kollam
Karukutty,683576,Ernakulam
Karulai,679330,Malappuram
Karumady EDB O,688561,Alappuzha
Karumala,673612,Kozhikode
Karumalloor,683511,Ernakulam
Karumanamkurissi,679504,Palakkad
Karumarakkad,673640,Malappuram
Karumathra,680123,Thrissur
Karumathra,680589,Thrissur
Karumom,695002,Thiruvananthapuram
Karunagappally North,690544,Kollam
Karunagappaly,690518,Kollam
Karunapuram,685552,Idukki
Karupadanna,680670,Thrissur
Karur,680697,Thrissur
Karuvambram,676123,Malappuram
Karuvambram West,676123,Malappuram
Karuvampoyil,673572,Kozhikode
Karuvanchal,670571,Kannur
Karuvannur,673614,Kozhikode
Karuvannur,680711,Thrissur
Karuvanthuruthy,673631,Kozhikode
Karuvarakundu,676523,Malappuram
Karuvasseri,673010,Kozhikode
Karuvatta,690517,Alappuzha
Karuvatta North,690517,Alappuzha
Karuvelil,691505,Kollam
Karyavattom,695581,Thiruvananthapuram
Kasaragod,671121,Kasaragod
Kasaragod R S,671121,Kasaragod
Katakam,695304,Thiruvananthapuram
Katalayi,670003,Kannur
Katalur,673529,Kozhikode
Katambazhipuram,678633,Palakkad
Katameri,673542,Kozhikode
Katcheri,673502,Kozhikode
Kathikkudam,680308,Thrissur
Kattachalkuzhy,695501,Thiruvananthapuram
Kattachira,686572,Kottayam
Kattacode,695572,Thiruvananthapuram
Kattadi Jn,691537,Kollam
Kattaikonam,695584,Thiruvananthapuram
Kattakada,695572,Thiruvananthapuram
Kattakampal,680544,Thrissur
Kattampack,686612,Kottayam
